address,actual_label,risk_score,risk_level,avg_min_between_sent_tnx,avg_min_between_received_tnx,time_diff_between_first_and_last_mins,sent_tnx,received_tnx,number_of_created_contracts,unique_received_from_addresses,unique_sent_to_addresses,total_transactions_including_tnx_to_create_contract,sent_to_contract_flag,has_erc20_activity_flag,sent_received_ratio,tx_per_min,reaction_speed_ratio,value_sent_received_ratio,net_flow,log_total_ether_sent,log_total_ether_received,log_avg_val_sent,log_avg_val_received,balance_negative_flag,log_abs_total_ether_balance,sent_range_ratio,received_range_ratio,addr_dispersion_sent,addr_dispersion_received,erc20_tx_ratio,erc20_sent_flag,log_erc20_uniq_sent_addr,log_erc20_uniq_rec_addr,erc20_addr_balance_ratio,log_erc20_unique_tokens_sent,log_erc20_unique_tokens_rec
0x001d54f72af6eae0fdd17009c391426754bec5c2,0,0.5209171279891106,Medium Risk,757.91,11.08,25802.32,34,3,1,3,13,38,0,1,8.5,0.0014726787095614053,62.740894039735096,0.5807073061508518,0.08674140499999994,0.9183298346902093,0.9523697315483579,0.04331616149820394,0.4256696154240638,0,0.08318368195279735,0.8938739863713148,0.6533321573354501,0.37142857142857144,0.75,0.10256410256410256,1,1.3862943611198906,0.0,3.0,0.6931471805599453,0.0
0x001e6fbcd020823d3161df44bb5da6c34419eecb,0,0.0,Low Risk,3.13,4923.24,280803.43,57,57,0,2,2,114,0,0,0.9827586206896551,0.0004059765011542019,0.0006356310821568405,0.9189199337632065,0.023939999999999628,2.534078598211406,2.53597607161796,0.18531124987116446,0.18566014417053112,0,0.023657933103874658,0.23036774059004997,0.23063621406081164,0.034482758620689655,0.034482758620689655,0.0,0,0.0,0.0,0.0,0.0,0.0
0x001eb1e90d25e8c1372c38f2b2a36b49b6634235,0,0.0,Low Risk,27681.45,11171.03,842599.05,26,11,0,6,15,37,0,1,2.1666666666666665,4.391169926942207e-05,2.4777457633035356,1.404425525512715,-75.09543390000002,5.554148800005592,5.210641583980804,2.3884345702395215,2.8658905229639617,1,4.331988261359187,3.2028859378898926,1.9892183681258668,0.5555555555555556,0.5,0.34210526315789475,1,1.6094379124341003,2.1972245773362196,0.4444444444444444,1.3862943611198906,2.0794415416798357
0x001f357ca93307571d8cd93d09ce25a3660429af,0,0.20245265034329374,Low Risk,770.29,3.82,2318.5,3,2,0,1,3,5,0,0,1.0,0.002155636990730761,159.81120331950206,0.9651919560607641,0.001322999999999297,3.3591829055849716,3.359228896839654,2.3277874293117393,2.7002532167999855,0,0.0013221256066299858,1.9582963846920582,1.3434340040984984,0.75,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,0.0
0x001f99982965a3792077893ecadc7be0c61d613c,0,0.0,Low Risk,163.78,1.11,329.78,2,2,0,2,2,4,0,0,0.6666666666666666,0.012092629542293972,77.62085308056871,0.9901860176470588,0.0010261999999983118,4.624962752449347,4.624972813284271,3.9415718464550293,3.9415818076696905,0,0.0010256917982759224,1.9493198835165095,1.1058469514563107,0.6666666666666666,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,0.0
0x00235134f8335d48cf506b25cc376fc84520588b,0,0.0068662673181526055,Low Risk,0.0,6324.45,113840.02,0,18,1,5,0,19,0,1,0.0,0.0001668994181534916,0.0,0.0,101.9235724,0.0,4.633986697265872,0.0,1.8964829320107814,0,4.633986697265872,0.0,1.9186367838357858,0.0,0.2631578947368421,0.1,0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098
0x0023a6a2c8316ccfb083a194aa5668bd75891455,0,0.014291061199024879,Low Risk,725.77,41108.66,292841.02,7,7,0,4,3,14,0,1,0.875,4.780734677352656e-05,0.017654488020577157,2.624736897496424,-98.24164673999995,5.063179359110667,4.091853190665008,3.1545192178499195,2.241479924483541,1,4.597557751995082,1.3203049053816935,1.9080057781009803,0.375,0.5,0.06666666666666667,0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
0x0029a9b2ea1e45e32fb6344b117388515858d040,0,0.6199544529221052,Medium Risk,91.14,64.3,712.88,5,4,0,4,5,9,0,0,1.0,0.012607160867372668,1.3957120980091884,0.8972056351794873,0.0022450569999996617,2.277036996238922,2.277267285009756,1.0114376256207644,1.1592369104845446,0,0.0022425406250996503,1.0370009503369821,1.5686274509803921,0.8333333333333334,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0
0x002a68f53b92cef5ee4e7ce015b78408f20942bb,0,0.017617221116271998,Low Risk,2477.34,6928.28,892782.2,8,126,0,1,2,134,0,1,0.06299212598425197,0.00015009243005468742,0.3575176641729011,0.22863157149362176,33.07587621,2.4069451083182885,3.7881788529835827,0.8164703965919441,0.2946571896637532,0,3.528589691411934,0.8839779005524862,0.37332739489940164,0.2222222222222222,0.007874015748031496,0.11851851851851852,1,0.6931471805599453,2.302585092994046,0.1,0.6931471805599453,2.772588722239781
0x002ab919205b134d05d0746e22c7f8000523c660,0,0.0021678203311970103,Low Risk,0.0,13339.9,226778.27,0,17,1,6,0,18,0,1,0.0,7.937233416440577e-05,0.0,0.0,82.62366163,0.0,4.426326513895806,0.0,1.7681862923356761,0,4.426326513895806,0.0,1.9267921057503863,0.0,0.3333333333333333,0.15789473684210525,0,0.0,1.3862943611198906,0.0,0.0,1.3862943611198906
0x002b043689ad84008fffab16afc1955f5a3aebde,0,0.009945301057575852,Low Risk,0.0,0.0,30.65,1,1,0,1,1,2,0,0,0.5,0.06319115323854661,0.0,0.83309551591932,0.0012599999999993727,1.7913827316046809,1.791592788670956,1.7913827316046809,1.791592788670956,0,0.0012592068661625162,0.8332705319003492,0.8333055509251542,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
0x0031ebb20a0aaf8c67be012bb3a3483d75269635,0,0.12624001765472762,Low Risk,1797.42,60933.08,330187.83,82,3,0,3,7,85,0,1,20.5,0.0002574284538940945,0.02949777858301955,1.7316944444444444,-27.341,4.148532828797677,3.58351893845611,0.5654592530180282,2.538973897374065,1,3.344309519455107,17.042975567190226,2.3684209903047106,0.08433734939759036,0.75,0.12790697674418605,0,0.0,2.1972245773362196,0.0,0.0,2.4849066497880004
0x003300d3d2c46983b9a55b07b9b2ab47d6228111,0,0.09357228174491515,Low Risk,0.0,0.0,68.87,1,1,0,1,1,2,0,0,0.5,0.02862458852154,0.0,0.35304448763483126,0.0012600000000000389,0.4359224838578619,0.4367369535798308,0.43592253559128874,0.43673700527113934,0,0.0012592068661625162,0.35333218226461777,0.35385865916625797,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
0x0033fd555da940b923a7f6f465cc4d9088724263,0,0.20959540617005148,Low Risk,155.22,112602.93,338429.65,4,3,0,3,3,7,0,0,1.0,2.0683705805015e-05,0.0013784598814623966,1.5205701569130319,-3.882478375999999,2.2427963167113867,1.7114810837846948,1.132984407387529,0.9212325011933847,1,1.5856529548802412,0.7664105453654196,0.9302539220700647,0.6,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0
0x0034f7473531239b1799bc7f14ff97d5303a5a93,0,0.004670627293377599,Low Risk,14626.26,6594.93,955278.0,59,14,0,7,34,73,0,1,3.933333333333333,7.641746547343761e-05,2.2174674382535895,1.0796394307129864,-188.36888099999987,7.840345982775676,7.763325247518409,3.7853768607037392,5.1297782402106655,1,5.243696864190449,11.350153155561635,6.509659941815121,0.5666666666666667,0.4666666666666667,0.6486486486486487,1,2.5649493574615367,3.295836866004329,0.4444444444444444,2.4849066497880004,3.1780538303479458
0x0036ed1e6299bb586ac70ebdfa336f06714a9556,0,0.011994066983687116,Low Risk,0.0,5498.63,291427.53,0,53,1,4,0,54,0,1,0.0,0.000185294143987893,0.0,0.0,26.75944516,0.0,3.32357614840716,0.0,0.4087231283251174,0,3.32357614840716,0.0,0.6659627415866225,0.0,0.07407407407407407,0.03636363636363636,0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098
0x0038ab9bf479faa2997522b3cf9492153ea6b33f,0,0.025140077324741206,Low Risk,3.33,51068.75,561789.58,10,11,0,8,1,21,0,0,0.8333333333333334,3.738047725898145e-05,6.520494030223371e-05,0.9823912654765862,0.007616419999997959,4.046814671199748,4.046947781817473,1.8903207221986957,1.8101133351578051,0,0.007587561512802859,3.1409710983566845,3.403456638204983,0.09090909090909091,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,0.0
0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,0,0.27050046228880203,Low Risk,1128.56,0.0,2257.12,2,1,0,1,2,3,0,1,1.0,0.0013285387844755815,1128.56,0.0,1.74798122,0.0,1.0108665402756152,0.0,1.010866460216841,0,1.0108665402756152,0.0,0.6360964650046708,0.6666666666666666,0.5,2.5,0,0.0,2.1972245773362196,0.0,0.0,2.302585092994046
0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236,0,0.26717160056768696,Low Risk,2152.95,680.22,22889.93,10,2,0,1,6,12,0,1,3.3333333333333335,0.000524225097014407,3.1604327530019667,0.0962906643478261,0.039265735999999996,0.10502129572925147,0.13976194237515868,0.011012143168519787,0.07232066157962612,0,0.038514440724693386,0.060068857540454546,0.0930232558139535,0.5454545454545454,0.3333333333333333,0.15384615384615385,1,0.6931471805599453,0.6931471805599453,0.5,0.6931471805599453,0.6931471805599453
0x003d8b1e6723960d60367a719fe65e08643a2a80,0,0.03269944159723529,Low Risk,0.0,648.26,449889.15,0,694,1,4,0,695,0,1,0.0,0.0015448215525501058,0.0,0.0,1123.399095,0.0,7.025004034158343,0.0,0.962689849292062,0,7.025004034158343,0.0,8.401015606413946,0.0,0.0057553956834532375,0.0028735632183908046,0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098
0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,0,0.03985504289698319,Low Risk,45.91,58.88,450106.65,5970,2989,0,1337,2212,8959,0,1,1.9966555183946488,0.019904127379305817,0.7667000668002671,1.0129584062928807,-2891.354399999982,12.328024560653743,12.31514497019378,3.659597929177487,4.325758049818669,1,7.969826130057182,100.3971582867518,41.53507770016026,0.3704572098475967,0.4471571906354515,0.03627232142857143,1,3.091042453358316,5.69035945432406,0.07094594594594594,1.9459101490553132,2.772588722239781
0x004534ebd59b0b094da701dbfd952ef605470128,0,0.49140038781675394,Medium Risk,0.0,0.0,4.87,1,1,0,1,1,2,0,1,0.5,0.34071550255536626,0.0,0.0,0.003,0.0,0.002995508979798479,0.0,0.002995508979798479,0,0.002995508979798479,0.0,0.0029910269192422734,0.5,0.5,0.6666666666666666,1,0.6931471805599453,0.6931471805599453,0.5,0.6931471805599453,0.6931471805599453
0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,0,0.04532620074026041,Low Risk,1067.84,128.81,636162.82,68,4375,0,1,4,4443,0,1,0.015539305301645339,0.006984050114638711,8.226176719821277,0.9997763992657597,0.03299600000173086,8.438104708591991,8.43811185088119,4.232995670458102,0.7206315024571918,0,0.032463918108915114,7.5563916722326265,1.7524155640986103,0.057971014492753624,0.00022851919561243144,0.0022502250225022503,1,1.0986122886681098,2.1972245773362196,0.2222222222222222,0.6931471805599453,2.1972245773362196
0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,0,0.054235519483272335,Low Risk,1051.87,85496.6,345142.02,3,4,0,2,3,7,0,0,0.6,2.0281447383754132e-05,0.012302918444494347,1.67851120020811,-5.467189299999998,2.489147644045255,1.8846137114426025,1.5440813501254027,0.873781064034095,1,1.8667415937230745,1.1836879094948467,1.4643333988604952,0.75,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0
0x00472c1e4275230354dbe5007a5976053f12610a,0,0.15017707018324203,Low Risk,2.12,0.92,21206.93,9996,4,3,3,2,10003,0,1,1999.2,0.4716631939090708,1.1041666666666667,0.0,44.0,0.0,3.8066624897703196,0.0,2.4849066497880004,0,3.8066624897703196,0.0,1.6666666666666667,0.00020006001800540162,0.6,0.0034986005597760898,1,0.6931471805599453,3.258096538021482,0.038461538461538464,0.6931471805599453,3.4011973816621555
0x004853f00fab90ab60cf1e609b0b61494b90164c,0,0.03842341424397692,Low Risk,17441.04,1245.91,160707.1,9,3,0,2,4,12,0,1,2.25,7.466954061431876e-05,13.987408874738353,0.9663284512847042,0.9526131100000015,4.043706963170249,4.060270581888349,1.9777376656922194,2.9955656096663366,0,0.669168533960188,2.7676389935978976,2.5001666527726845,0.4,0.5,1.0,1,0.6931471805599453,1.9459101490553132,0.14285714285714285,0.6931471805599453,2.302585092994046
0x004e1c2a12ac1d0b70907c702892f397a4769bfb,0,0.019812991770486586,Low Risk,45561.42,26284.49,802574.4,13,8,0,7,5,21,0,1,1.4444444444444444,2.6165765858260793e-05,1.7333296811282572,1.4980725623582765,-88.85999999999999,5.580710477066207,5.172754143572691,3.0600063222218017,3.1322280181425284,1,4.498252903642014,4.641852479865142,1.9803707742639038,0.35714285714285715,0.7777777777777778,0.6818181818181818,1,1.6094379124341003,1.9459101490553132,0.5714285714285714,1.0986122886681098,1.9459101490553132
0x004f1cea50b057ad8b6f445e128edbdc9b48902b,0,0.2217456821070286,Low Risk,379.78,56424.63,339687.12,3,6,0,6,1,9,0,1,0.42857142857142855,2.6494891843730066e-05,0.006730629325715991,2.1314727102812303,-8.166351000000002,2.6741486494265287,1.8458765313615173,1.7047480922384253,0.6360163545747425,1,2.2155392790478343,0.8181818181818182,0.8020726957591582,0.25,0.8571428571428571,1.3,0,0.0,2.3978952727983707,0.0,0.0,2.6390573296152584
0x005073a74dd37889bebbf9de7550dea7666f625b,0,0.0283621488424463,Low Risk,1478.05,51541.26,355017.02,33,6,0,3,11,39,0,1,4.714285714285714,0.00010985357870003331,0.02867646859101638,1.2732140330944193,-17.343618210000002,4.345925932889236,4.091337284558718,1.196338638091408,2.379852198398838,1,2.9092817325391884,6.04598028466289,4.720777139886624,0.3235294117647059,0.42857142857142855,0.175,1,1.3862943611198906,0.6931471805599453,1.5,1.6094379124341003,1.0986122886681098
0x005457078e3c355023433874edffc8b254881334,0,0.0,Low Risk,164.22,0.0,328.45,2,1,0,1,2,3,0,0,1.0,0.009106085900743664,164.22,0.9901860176470588,0.0010261999999983118,4.624962752449347,4.624972813284271,3.9415718464550293,4.624972813284271,0,0.0010256917982759224,1.935235801475071,0.9901960784313726,0.6666666666666666,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
0x00595d5ec3bb583428a0304b2940a70d7f553aef,0,0.5205493266174266,Medium Risk,1790.44,450.56,13445.97,6,6,0,5,2,12,0,0,0.8571428571428571,0.000892394346086888,3.9650101869076093,0.9398859379503482,0.0034890999999994676,2.8147854779426904,2.8149945144900124,1.2850733215523897,1.2852340308422165,0,0.00348302621568169,2.7661771324669084,2.765858464384317,0.2857142857142857,0.7142857142857143,0.0,0,0.0,0.0,0.0,0.0,0.0
0x0059782ecd69fb5413c5e1a98b40c28dff061162,0,0.10845259022253302,Low Risk,803.95,112925.21,340383.53,2,3,0,2,2,5,0,0,0.5,1.4689269221489e-05,0.007119250703623189,1.738937,-6.911496,2.7021324590887987,2.0794415416798357,2.0738946862819425,1.203972704325931,1,2.068316891583649,0.8743363917509706,2.098500209850021,0.6666666666666666,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1,0,0.09046905420484709,Low Risk,18649.44,15420.31,266825.07,11,4,0,3,6,15,0,1,2.2,5.621639594661796e-05,1.2093291685336718,1.0853027983105912,-1.6564050329999986,2.235526602920144,2.0405707672908426,0.5648699605638926,0.9834819814144784,1,0.9769737173521043,1.0800247155129634,1.496026180458158,0.5,0.6,0.25,0,0.0,1.6094379124341003,0.0,0.0,1.6094379124341003
0x005cb96b96c8fe801f89500df6ee38dc5fa0081f,0,0.26951305610149534,Low Risk,65.85,32.24,204236.48,2217,1807,0,1471,1205,4024,0,1,1.226216814159292,0.01970255410515249,1.981046931407942,1.0002848705996692,-10.645040000003064,10.430233667260602,10.429919310625847,2.7897018905930717,2.982463075850003,1,2.4548808114437386,67.5834795747672,40.53424112611595,0.5432822362488728,0.8136061946902655,0.0012422360248447205,1,0.6931471805599453,1.3862943611198906,0.25,0.6931471805599453,1.3862943611198906
0x005d3bffd33b1a012279d25d30f75133584404db,0,0.0936870234876111,Low Risk,181.7,56819.72,286279.03,12,5,0,5,7,17,0,1,2.0,5.938241658001782e-05,0.003197777148899204,2.2570909378209687,-398.77500000000003,6.572562223859305,5.757086246678512,4.1029188147003595,4.160210327181788,1,5.990901888845506,3.717984005959878,2.730670203635796,0.5384615384615384,0.8333333333333334,0.6111111111111112,0,0.0,2.302585092994046,0.0,0.0,2.3978952727983707
0x006482de8230af0f8e2918a439c7826fe8642a43,0,0.0,Low Risk,23359.72,27049.27,1169229.5,35,13,0,6,23,48,0,1,2.5,4.1052641031858135e-05,0.8635669810319824,1.2647375467830526,-629.350179,8.007311656191716,7.772113954187757,4.463222607850271,5.212207719241603,1,6.4462755040118935,5.762581149532135,5.299404668888026,0.6388888888888888,0.42857142857142855,0.40816326530612246,1,2.1972245773362196,2.302585092994046,0.8,1.9459101490553132,2.4849066497880004
0x006743c8992ca6d54c23fa3a745a4781b3817f0c,0,0.12978478680627004,Low Risk,20827.93,0.0,186707.1,8,1,0,1,2,9,0,1,4.0,4.820358623969715e-05,20827.93,9.228357972727274,-91.5119377,4.629979257162752,2.3978952727983707,2.6165920062023638,2.3978952727983707,1,4.527337692083276,1.899336342661315,0.9090909090909091,0.2222222222222222,0.5,0.1,0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
0x0067e167caf808eaa6f642d9232e54ff7bb47c07,0,0.040828241322663175,Low Risk,4183.18,1470.01,962956.75,181,140,0,57,103,321,0,1,1.2836879432624113,0.0003333479584125056,2.843746813413913,1.0588843532089813,-34.098100000000045,6.390550350652061,6.331655752640803,1.455893415507524,1.6109889090168157,1,3.5581469979525506,55.966064044298996,23.50351783960936,0.5659340659340659,0.40425531914893614,0.4192546583850932,1,3.5553480614894135,3.9512437185814275,0.6538461538461539,3.258096538021482,4.174387269895637
0x006aaaff2ff3358bc8453febaba4e236b028df80,0,0.03074043589126772,Low Risk,1969.46,288.59,97419.95,48,10,0,4,13,58,0,1,4.363636363636363,0.0005953544899736659,6.800856383162403,1.2520343652829717,-66.30308959999996,5.785076706538807,5.557229179696555,2.0487863098289676,3.2887895362519273,1,4.209206143472134,12.889124272940611,3.729524123687715,0.2653061224489796,0.36363636363636365,0.4576271186440678,1,1.0986122886681098,1.9459101490553132,0.2857142857142857,1.0986122886681098,2.302585092994046
0x007174732705604bbbf77038332dc52fd5a5000c,0,0.12931058028684,Low Risk,76.32,74.96,754216.92,3424,6576,2,4848,1129,10002,0,1,0.5206020982210734,0.013261419193009893,1.004739336492891,1.0259165437820281,-3743.443800000008,11.905961009780032,11.880367857612569,3.7902388007603847,3.1337118458421886,1,8.228028379449325,203.3118598359002,560.4502012758197,0.32963503649635034,0.7371141857989965,0.05788263520943717,1,4.927253685157205,4.912654885736052,1.0073529411764706,2.0794415416798357,4.454347296253507
0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0,0,0.315662341581438,Low Risk,26.01,82.8,652.87,6,6,0,5,1,12,0,0,0.8571428571428571,0.01835227185832046,0.31038186157517905,0.8623703468470518,0.002762224999999674,1.9855681024567922,1.9859472912023632,0.7164715404461901,0.7166967010450135,0,0.002758417067157808,0.6347840486284418,0.6348716436045472,0.14285714285714285,0.7142857142857143,0.0,0,0.0,0.0,0.0,0.0,0.0
0x0071c78d72b78818b0d507c114674a7ce6bc4f18,0,0.24747631454590954,Low Risk,8174.66,3.43,24534.25,3,3,0,1,1,6,0,0,0.75,0.0002445461122262867,1845.2957110609482,0.3051031311589174,0.0013463879999999762,0.3644025374295636,0.36533731701738503,0.1367583055362423,0.13714983814723364,0,0.001345482432415714,0.33112700612532714,0.2964254577157803,0.25,0.25,0.0,0,0.0,0.0,0.0,0.0,0.0
